reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,replyContent,appVersion,date,avod_end
c9593a18-9656-45f8-a4d8-c3220317e96c,Sejin Park,"항상 잘 보고 있습니다. 그리고 건담 더블오, 흑의 계약자 좀...",5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 보고 싶은 작품을 추천해 주셔서 감사합니다. 현재 해당 작품의 서비스는 어렵지만, 더 다양한 애니메이션을 확보하여 고객님께 만족을 드릴 수 있도록 최선을 다하겠습니다. 아울러, 보고 싶은 작품을 제안해 주시면, 소중한 의견으로 받아들여 세심히 검토하겠습니다. ▶︎ 라프텔에 보고 싶은 작품 제안하기: https://laftel.net/form/request/new-item",3.67.0,2025-07-23 17:39:27,after
ace88a89-ed95-4fd6-a24b-1e79317e38f8,이민수,건담 많아요,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-23 13:46:38,after
17102eb9-47b6-481e-8e2b-5b5972ddc763,Min-Gul Kim,라프텔 최고,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-07-23 13:19:54,after
060b4c35-75b0-46bf-bf52-96146a196557,Damso Uruhi,간혹 팅기기는 하지만 호환성 좋고 잘 쓰고 있습니다,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-22 20:51:01,after
34940fc4-b521-4461-b40d-d7ab64d79f13,조이서,굿,5,0,,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",,2025-07-22 19:14:47,after
eca8a3f9-cfe7-4182-be0d-5e84e0db3187,고수영,애니 보기엔 여기보다 좋은데가 없음,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님의 소중한 긍정 리뷰에 진심으로 감사드립니다. 즐거운 경험을 제공할 수 있어 매우 기쁘며, 앞으로도 기대에 부응할 수 있도록 최선을 다하겠습니다. 계속해서 라프텔과 함께해 주세요!",3.67.0,2025-07-22 13:55:29,after
d7181e62-d721-4962-9866-91a4ef1710f4,강병욱,로그인 하는게너무 복잡해요 하다가 포기했음,1,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 애니메이션 스트리밍 서비스로, 작품 감상을 위해 로그인이 필수입니다. 로그인 과정에서 어려움을 겪고 계신가요? 문제 해결을 위해 로그인하려는 계정과 함께 문제 상황을 스크린샷으로 캡처하여 고객센터에 상세히 알려주시기 바랍니다. ▶︎ 문의 등록하러 가기: https://help.laftel.net/hc/ko/requests/new?ticket_form_id=9991033579663",3.67.0,2025-07-22 00:13:06,after
06cd71aa-6b5c-4fe1-a24b-59e57337b5a3,류해월,판권이 돌아오면 좋겠네요 힘내주세요 볼 애니로는 많이 없는거같아요,5,0,,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 애니메이션 전문 스트리밍 서비스로, 더 많은 작품을 확보하고 고객님께서 원하시는 콘텐츠를 제공하기 위해 끊임없이 노력하고 있습니다. 앞으로도 고객님의 기대에 부응하는 서비스를 제공할 수 있도록 최선을 다하겠습니다. 제안 페이지를 통해 요청해 주시면 담당 부서에서 세심히 검토하고 있습니다. ▶︎ 라프텔에 보고 싶은 작품 제안하기: https://laftel.net/form/request/new-item",,2025-07-21 23:13:41,after
c37e1c24-cb64-4902-96b9-6d3e67999cab,잠덩이,간편하고 잘 보입니다♥,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-21 21:19:05,after
8dff94f2-146e-41fb-a07b-de1e8c287d29,와사무,멤버십 등급은 왜 있는 건 가요? 해택 아무것도 없고 리뷰 달 때 닉네임 앞에 이모티콘 붙는 정도가 다인데 무슨 의미가 있나 싶어요. 그리고 다른 OTT에 비해 절대 저렴한 가격이 아닌데도 개별구매 유도 심한 건 정말 최악입니다. 판권만료라고 구매 유도해놓고 다음달에 바로 판권부활 하는 것도 웃기고 극장판 꿋꿋하게 개별구매 유도하는데 이럴거면 훨씬 저렴하고 볼 거 많은 넷*로 갈아타는 게 소비자 입장에선 훨씬 합리적이겠어요. 애니 전문 어플인데 유명작 넷*한테 뺏겨서 아직도 안나오는 것도 참 별로고요. (대표적으로 나츠메 우인장 7기) 전설등급 찍을만큼 애니를 좋아해서 이 어플 오래 사용하고 있지만 이런 부분들 개선 하지 않으면 굳이 이런 비싼 돈 주고 더이상 라프텔 유지하지 않을 것 같네요.,2,1,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 오랜 기간 애정을 갖고 이용해 주셔서 감사합니다. 라프텔 등급은 멤버십 연속 이용한 일수를 기준으로 부여되며, 별도 혜택은 제공되지 있습니다. 향후 보다 실질적인 의미를 가질 수 있도록 방향을 고민하고 있습니다. 또한 일부 콘텐츠는 권리사 정책 및 계약 조건에 따라 멤버십이 아닌 개별 구매로 제공되며, 콘텐츠별 정책에 따라 달라질 수 있습니다. 종료 안내 이후에도 재계약이 빠르게 이루어져 다시 제공된 경우가 있어, 모든 상황을 사전에 안내드리기 어려운 점 너그러이 양해 부탁드립니다. 앞으로도 더 나은 경험을 드릴 수 있도록 개선을 이어가겠습니다. 오늘도 즐거운 하루 보내세요 :)",3.67.0,2025-07-21 15:18:24,after
00920138-8a9d-47d5-b562-b197282f9221,새벽하늘은하수,가끔 자막 생각없이 적어논거 빼면 다 괜찮음,4,1,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 소중한 시간 내어 자세한 피드백을 주셔서 진심으로 감사드립니다. 라프텔 역시 번역이 작품의 퀄리티를 유지하는 데 있어 중요한 요소라고 생각합니다. 다만, 콘텐츠 제공사로부터 이미 자막이 포함된 합본 상태로 작품을 제공받기 때문에 자막을 임의로 수정하는 것은 어렵습니다. 자막 오류나 번역 완성도가 부족하다고 느껴지는 작품이 있다면 구체적으로 알려주시면, 해당 내용을 콘텐츠 제공사에 전달하여 수정 요청을 진행하겠습니다. ▶︎ 라프텔에 자막 검수 요청: https://laftel.net/form/request/subtitle-review",3.67.0,2025-07-21 11:16:30,after
f527fd6d-64ea-4f3c-97b3-6cf24beccc03,장현준,간간히 없는 작품뺘고 다좋음,4,1,,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",,2025-07-20 23:15:28,after
f8a6484e-0f74-450b-9ddc-9101a85537c6,네어쩌라구요,올라오는게 독점임에도 불구하고 많이 느림 최소한 공지라도 올라오면 좋겠음,3,1,3.67.0,"안녕하세요, 라프텔입니다. [타코피의 원죄]는 7월 여름 내 공개를 목표로 준비해왔으며, 안내드린 일정에 맞춰 7월 18일에 서비스되었습니다. 현지 방영 이후 바로 보실 수 있기를 기대하셨던 분들께는 다소 아쉬움이 있으셨을 수 있으나, 라프텔에서는 별도의 즉시 공개 안내를 드린 바 없으며, 내부 계약과 작업 일정을 고려해 예정된 일정에 맞춰 차질 없이 준비해왔습니다. 이로 인해 ‘지연’처럼 느껴지셨을 수 있으나, 사전에 예고해드린 ‘여름 내 공개’ 일정에 따라 정상적으로 진행되었음을 안내드립니다. 기다려 주셔서 진심으로 감사드리며, 앞으로도 더욱 좋은 콘텐츠 제공을 위해 노력하겠습니다.",3.67.0,2025-07-20 22:49:25,after
97de6233-4466-4eeb-a84b-d04d60e12e81,성서아,왜 갑자기 광고 무료였던 것들이 다 멤버십으로 됐어요? 그냥 싹 다 유료로 바뀌었는데 일부로 바꾼 거예요?,3,1,3.65.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 2025년 6월 30일부로 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",3.65.0,2025-07-20 22:38:47,after
e7fdd0a3-7e68-4d7e-882d-39759e8f22dd,눌러,진짜 좋긴 좋은데 결제를 해도 등급이 나눠줘 있어서 못보는게 있어 아쉽움,4,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 청소년 보호법 및 정보통신망 이용촉진 및 정보보호 등에 관한 법률에 따라 만 19세 미만은 성인용 콘텐츠 이용이 제한됩니다. 본인 인증이 완료된 계정에서도 시청이 불가하다면, laftel.net/adult-check에서 인증 상태를 확인하고, 프로필 시청 등급이 ‘19세 이상’으로 설정돼 있는지 점검해 주세요. 문제가 지속되면 고객센터로 문의해 주세요. ▶︎ https://help.laftel.net/hc/ko/requests/new",3.67.0,2025-07-20 21:03:50,after
ae017c02-4fb4-4b2d-b39d-6eb6a18aae17,김현지,"라프텔 어플을 핸드폰이랑 갤럭시탭에 다 설치해놓고 쓰고있는데, 지지난주부터 갤럭시탭으로 라프텔 들어가서 영상 보려고하면 계속 에피소드를 불러오는데 실패했다고 뜨는데 왜 이러는걸까요...지난달까지는 잘 됐고 이번달부터 갑자기 안돼요..업데이트도 다 했는데 왜이러는지 모르겠네요ㅜ",2,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 인터넷 기반 디지털 콘텐츠 스트리밍 서비스이므로, 고객님께서 이용하는 기기 사양, 네트워크 환경, 통신 서비스 업체 등 다양한 조건에 따라 영상 재생 문제가 발생할 수 있습니다. 아래 자세한 도움말 참고하시어 문제 해결해 보시기 바랍니다. ▶︎ 안드로이드 스마트폰 및 태블릿에서 라프텔 앱 재생 문제 해결 방법: https://help.laftel.net/hc/ko/articles/10083361604879",3.67.0,2025-07-20 14:49:36,after
586743e7-3577-4683-90af-7e11592c60f5,정호영,굿,5,0,,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",,2025-07-20 12:14:45,after
a58095c6-c5e6-4357-84f6-f0c933a0bde6,김규연,아아 왜 무료보기가 없어졌어요-!! 물론 청소년이라서 보려면 부모님한테 허락 받아야하긴 하지만...그래도 다시 넣어주세요...ㅠ 도대체 왜죠? 도대체 왜죠? 이런 시봉방탈출 유일하게 믿었던 앱이였는데요...이제 손절해야겠다...,1,0,,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 2025년 6월 30일부로 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",,2025-07-20 10:31:27,after
a279225d-57ef-4d1c-bac7-5428ab5a24af,김윤서,굿,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-19 23:36:27,after
daba8593-0122-41be-95cf-4e9336a13d59,태극기휘바이든,마도조사. 최고.,5,0,,"안녕하세요, 라프텔 고객센터입니다. 고객님의 긍정적인 말씀은 저희에게 큰 응원이 됩니다. 만족스러운 경험을 하셨다니 저희도 매우 뿌듯합니다. 앞으로도 지속적으로 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",,2025-07-19 21:35:37,after
2042c812-414e-4946-86c8-06f237404146,cartman eric,아니 레벨은 왜 만들어놓은거? 돈 17000원 내고 애니 못보면 그건 사기 아니냐?,1,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 청소년 보호법 및 정보통신망 이용촉진 및 정보보호 등에 관한 법률에 따라 만 19세 미만은 성인용 콘텐츠 이용이 제한됩니다. 본인 인증이 완료된 계정에서도 시청이 불가하다면, laftel.net/adult-check에서 인증 상태를 확인하고, 프로필 시청 등급이 ‘19세 이상’으로 설정돼 있는지 점검해 주세요. 문제가 지속되면 고객센터로 문의해 주세요. ▶︎ https://help.laftel.net/hc/ko/requests/new",3.67.0,2025-07-19 19:09:15,after
817578b2-7c25-4d39-b1cc-d47b503102d7,사부작,유튭프리미엄처럼 화면끄고 소리만 들을수 있는 기능이 있으면 더할나위가 없을텐데 말입니다,4,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 소중한 시간을 내어 의견을 남겨주셔서 감사드립니다. 고객님의 의견은 담당 부서에 전달하여 서비스 이용 편의를 높일 수 있는 방안을 고려하겠습니다. 앞으로도 더욱 만족스러운 서비스로 보답드릴 수 있도록 최선을 다하겠습니다.",3.67.0,2025-07-19 07:49:42,after
e0a65430-efa3-4bc3-8c2f-2f446351d911,홍성룡,이젠 멤버십만 남았네,2,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 2025년 6월 30일부로 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",3.67.0,2025-07-19 01:24:43,after
23aab5d9-190b-46dd-a790-308030db9860,김민서,"맴버쉽이 쌈,광고가 조금 나오고 랙이 걸리는것 빼곤 괜찮음",4,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 2025년 6월 30일부터 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 번거로우시겠지만 사용 중인 기기에서 라프텔 앱을 삭제한 후 최신 버전으로 다시 설치하여 문제가 해결되었는지 확인해 보실 수 있을까요? 그런데도 이슈가 계속된다면, 기기 모델명과 OS 버전 정보와 함께 문제 상황을 고객센터로 자세히 알려 주시기 바랍니다. ▶︎ 1:1 문의 등록하러 가기: https://help.laftel.net/hc/ko/requests/new",3.67.0,2025-07-18 22:45:59,after
962c0290-45fc-4f34-bad4-7a90f9cc786c,박서준,애니 왠만한거 다잇음,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-18 22:18:37,after
281e04aa-1cae-4527-b248-aed35dfff76d,김보민,다 멤버십.. 다 구매.. 이러면 어찌 보라는 거죠..ㅠㅠ 전에는 광고 보면 볼 수 있었는데 오랜만에 깔아서 보니 정말 별로입니다..,1,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",3.67.0,2025-07-18 18:42:07,after
c91588c8-38e5-4bf3-8981-707765128534,김규호,잘 쓰고 있음,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-18 11:02:10,after
412675c9-f21c-44ad-b735-22f1eebdae18,잔,좋긴한데 애니만 있는 ott앱인데도 불구하고 없는 애니가 너무 많습니다,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 라프텔은 애니메이션 전문 스트리밍 서비스로, 더 많은 작품을 확보하고 고객님께서 원하시는 콘텐츠를 제공하기 위해 끊임없이 노력하고 있습니다. 앞으로도 고객님의 기대에 부응하는 서비스를 제공할 수 있도록 최선을 다하겠습니다. 제안 페이지를 통해 요청해 주시면 담당 부서에서 세심히 검토하고 있습니다. ▶︎ 라프텔에 보고 싶은 작품 제안하기: https://laftel.net/form/request/new-item",3.67.0,2025-07-18 09:22:31,after
e155133a-4793-41c5-a333-e44c9e1bf066,이단우,님들이거 무료보기 언제 부터 안된거임 그래서 다른 걸 볼 수 밖에 없음 아... 어떤 뭘 봐야 되지 하...,3,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 6월 30일부터 해당 서비스는 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",3.67.0,2025-07-18 03:00:16,after
dcb9029d-45a4-4d1d-97a4-30a3df711e78,박준,굿,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-18 01:08:40,after
9b827d7c-af16-46c3-a626-4d354a59a883,ROA 로아,라프텔 좋은데 네이버 로그인하는 건 왜 없나요? 있으면 좋을 것 같기도 해서요..,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 현재 라프텔은 네이버 로그인을 지원하지 않고 있으며, 처음부터 제공된 적은 없습니다. 다만, 말씀해주신 내용은 서비스 개선을 위해 내부적으로 참고하겠습니다. 소중한 의견 보내주셔서 감사합니다.",3.67.0,2025-07-18 00:00:16,after
a881923f-cb61-45d2-904b-637f618d5b67,스티븐리,추억의 만화를 볼 수 있어서 좋았습니다,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-17 22:37:56,after
5f1f0893-156d-4073-862a-9873ec3170d4,서승범,최고,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-17 20:10:32,after
1dcf45e5-5c00-4a17-9b90-d777e1a8727b,김창호,감사합니다.^^,5,0,3.64.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.64.0,2025-07-17 12:10:50,after
5157032b-657e-4506-b623-6e2ca315dcae,박민준,이거 멤버십 아니면 볼수 있는게 뭐죠?,2,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",3.67.0,2025-07-16 17:37:22,after
41dec6f9-d568-4cd8-993e-982b936f36a5,홍주용 (유수),편하게 보고있어요,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-15 23:48:12,after
3a024a5c-529b-4b8b-8fe2-390d2148bcb6,김영조,데스노트,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-15 23:44:08,after
4b81103f-eff9-46be-99b9-96e44225b352,이서연,제가 찾던 애니가 다 있네요. bl물이 더 많아지길 기원합니다..^^,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님의 긍정적인 말씀은 저희에게 큰 응원이 됩니다. 만족스러운 경험을 하셨다니 저희도 매우 뿌듯합니다. 앞으로도 지속적으로 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-15 22:25:56,after
75b5f7dc-a2bd-4998-bead-03c9edaf2b04,김태광,좀더 다양한 애니가 있으면,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 더욱 다양한 애니메이션을 확보하여 고객님께 만족을 드릴 수 있도록 최선을 다하겠습니다. 아울러, 보고 싶은 작품을 제안해 주시면, 소중한 의견으로 받아들여 세심히 검토하겠습니다. ▶︎ 라프텔에 보고 싶은 작품 제안하기: https://laftel.net/form/request/new-item",3.67.0,2025-07-14 19:01:16,after
c024c935-9f1b-460c-8ca3-0a5615d197df,강림이,대한 덕립 만세♡,5,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 고객님께서 만족하셨다니 저희도 기쁘고 보람을 느낍니다. 앞으로도 더 나은 서비스를 제공하기 위해 최선을 다하겠습니다. 감사합니다!",3.67.0,2025-07-14 17:02:58,after
524a7991-fc59-4dd7-969c-3985cab31987,zero 0,앱에서 극장판 구매 후 감상하려는데 이세계로 떠났다는 문구만 출력되면서 무기한 먹통. 딱히 뭐 한 것도 없음. 그냥 앱에서 출력 안됨. 웹은 정상 작동. 30분 동안 시간 낭비한게 짜증나네,1,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 번거로우시겠지만 사용 중인 기기에서 라프텔 앱을 삭제한 후 최신 버전으로 다시 설치하여 문제가 해결되었는지 확인해 보실 수 있을까요? 그런데도 이슈가 계속된다면, 기기 모델명과 OS 버전 정보와 함께 문제 상황을 자세히 고객센터로 알려 주시기 바랍니다. ▶︎ 1:1 문의 등록하러 가기: https://help.laftel.net/hc/ko/requests/new",3.67.0,2025-07-14 14:28:04,after
d563ea51-7db8-4919-b7a4-2a6240a4445c,준코,광고 무료보기 없어져서 좀 슬픔..ㅜ 돈없는 학생이라 멤버쉽 가입을 못하는데..... 구매한 영화들만 무한반복해야죠 뭐......,3,0,3.67.0,"안녕하세요, 라프텔 고객센터입니다. 광고 보고 무료 보기는 관련 계약 종료로 인해 서비스 종료되었습니다. 해당 서비스 종료 이후에도, 라프텔에서 제공하는 콘텐츠는 멤버십 구독 또는 개별 작품 구매를 통해 계속해서 이용하실 수 있습니다. 또한, 분분 미션을 완료하시면 무료 멤버십 시간을 받을 수 있는 이벤트는 계속 진행 중이니, 관심 있으시다면 한 번 살펴보셔도 좋을 것 같습니다. ▶︎ https://help.laftel.net/hc/ko/articles/6011122408463",3.67.0,2025-07-14 01:10:58,after
